"","activity","subject","variable","mean"
"83","LAYING",3,"time_gravity_accelerometer_magnitude_mean",-0.972791346129032
"84","LAYING",3,"time_body_accelerometer_jerk_signal_magnitude_mean",-0.979484593387097
"85","LAYING",3,"time_body_gyroscope_magnitude_mean",-0.951564751451613
"86","LAYING",3,"time_body_gyroscope_jerk_signal_magnitude_mean",-0.98671362516129
"87","LAYING",3,"frequency_body_accelerometer_singnal_mean-X",-0.980665609032258
"88","LAYING",3,"frequency_body_accelerometer_singnal_mean-Y",-0.961169982903226
"89","LAYING",3,"frequency_body_accelerometer_singnal_mean-Z",-0.968332141612903
"90","LAYING",3,"frequency_body_accelerometer_jerk_signal_mean-X",-0.980513202258064
"91","LAYING",3,"frequency_body_accelerometer_jerk_signal_mean-Y",-0.968752113709677
"92","LAYING",3,"frequency_body_accelerometer_jerk_signal_mean-Z",-0.979122344354839
"93","LAYING",3,"frequency_body_gyroscope_singnal_mean-X",-0.970167262903226
"94","LAYING",3,"frequency_body_gyroscope_singnal_mean-Y",-0.978099682258065
"95","LAYING",3,"frequency_body_gyroscope_singnal_mean-Z",-0.962341960806452
"96","LAYING",3,"frequency_body_accelerometer_magnitude_mean",-0.96552427516129
"97","LAYING",3,"frequency_body_accelerometer_jerk_signal_magnitude_mean",-0.975949597903226
"98","LAYING",3,"frequency_body_gyroscope_magnitude_mean",-0.96458672483871
"99","LAYING",3,"frequency_body_gyroscope_jerk_signal_magnitude_mean",-0.984278251290323
"100","LAYING",4,"time_body_accelerometer_singnal_mean-X",0.263559214981481
"101","LAYING",4,"time_body_accelerometer_singnal_mean-Y",-0.0150031841055556
"102","LAYING",4,"time_body_accelerometer_singnal_mean-Z",-0.110688150314815
"103","LAYING",4,"time_gravity_accelerometer_singnal_mean-X",-0.420664662222222
"104","LAYING",4,"time_gravity_accelerometer_singnal_mean-Y",0.915165104259259
"105","LAYING",4,"time_gravity_accelerometer_singnal_mean-Z",0.341531310555556
"106","LAYING",4,"time_body_accelerometer_jerk_signal_mean-X",0.0934494217777778
"107","LAYING",4,"time_body_accelerometer_jerk_signal_mean-Y",0.00693313213968519
"108","LAYING",4,"time_body_accelerometer_jerk_signal_mean-Z",-0.00641054328740741
"109","LAYING",4,"time_body_gyroscope_singnal_mean-X",-0.00923156347222222
"110","LAYING",4,"time_body_gyroscope_singnal_mean-Y",-0.0930128180759259
"111","LAYING",4,"time_body_gyroscope_singnal_mean-Z",0.169720404092593
"112","LAYING",4,"time_body_gyroscope_jerk_signal_mean-X",-0.105019877685185
"113","LAYING",4,"time_body_gyroscope_jerk_signal_mean-Y",-0.0381230432222222
"114","LAYING",4,"time_body_gyroscope_jerk_signal_mean-Z",-0.0712156288333333
"115","LAYING",4,"time_body_accelerometer_magnitude_mean",-0.954557603148148
"116","LAYING",4,"time_gravity_accelerometer_magnitude_mean",-0.954557603148148
"117","LAYING",4,"time_body_accelerometer_jerk_signal_magnitude_mean",-0.970095771666667
"118","LAYING",4,"time_body_gyroscope_magnitude_mean",-0.930236462592593
"119","LAYING",4,"time_body_gyroscope_jerk_signal_magnitude_mean",-0.985068502037037
"120","LAYING",4,"frequency_body_accelerometer_singnal_mean-X",-0.958802077592593
"121","LAYING",4,"frequency_body_accelerometer_singnal_mean-Y",-0.938883374444444
"122","LAYING",4,"frequency_body_accelerometer_singnal_mean-Z",-0.967504278888889
"123","LAYING",4,"frequency_body_accelerometer_jerk_signal_mean-X",-0.978542457407407
"124","LAYING",4,"frequency_body_accelerometer_jerk_signal_mean-Y",-0.943969987222222
"125","LAYING",4,"frequency_body_accelerometer_jerk_signal_mean-Z",-0.975383329444444
"126","LAYING",4,"frequency_body_gyroscope_singnal_mean-X",-0.967203736481482
"127","LAYING",4,"frequency_body_gyroscope_singnal_mean-Y",-0.972187839074074
"128","LAYING",4,"frequency_body_gyroscope_singnal_mean-Z",-0.961479262592593
"129","LAYING",4,"frequency_body_accelerometer_magnitude_mean",-0.939389701296296
"130","LAYING",4,"frequency_body_accelerometer_jerk_signal_magnitude_mean",-0.96228712537037
"131","LAYING",4,"frequency_body_gyroscope_magnitude_mean",-0.961556660185185
"132","LAYING",4,"frequency_body_gyroscope_jerk_signal_magnitude_mean",-0.983609073333333
"133","LAYING",5,"time_body_accelerometer_singnal_mean-X",0.278334325576923
"134","LAYING",5,"time_body_accelerometer_singnal_mean-Y",-0.0183042123269231
"135","LAYING",5,"time_body_accelerometer_singnal_mean-Z",-0.107937603673077
"136","LAYING",5,"time_gravity_accelerometer_singnal_mean-X",-0.483470597692308
"137","LAYING",5,"time_gravity_accelerometer_singnal_mean-Y",0.954890346153846
"138","LAYING",5,"time_gravity_accelerometer_singnal_mean-Z",0.263644691923077
"139","LAYING",5,"time_body_accelerometer_jerk_signal_mean-X",0.0848164824230769
"140","LAYING",5,"time_body_accelerometer_jerk_signal_mean-Y",0.00747460829615385
"141","LAYING",5,"time_body_accelerometer_jerk_signal_mean-Z",-0.00304067159653846
"142","LAYING",5,"time_body_gyroscope_singnal_mean-X",-0.0218935013501923
"143","LAYING",5,"time_body_gyroscope_singnal_mean-Y",-0.0798709596153846
"144","LAYING",5,"time_body_gyroscope_singnal_mean-Z",0.159894366942308
"145","LAYING",5,"time_body_gyroscope_jerk_signal_mean-X",-0.102114125
"146","LAYING",5,"time_body_gyroscope_jerk_signal_mean-Y",-0.0404446925288462
"147","LAYING",5,"time_body_gyroscope_jerk_signal_mean-Z",-0.07083096875
"148","LAYING",5,"time_body_accelerometer_magnitude_mean",-0.966777882884615
"149","LAYING",5,"time_gravity_accelerometer_magnitude_mean",-0.966777882884615
"150","LAYING",5,"time_body_accelerometer_jerk_signal_magnitude_mean",-0.980141253846154
"151","LAYING",5,"time_body_gyroscope_magnitude_mean",-0.946938300576923
"152","LAYING",5,"time_body_gyroscope_jerk_signal_magnitude_mean",-0.9864194225
"153","LAYING",5,"frequency_body_accelerometer_singnal_mean-X",-0.968741678461538
"154","LAYING",5,"frequency_body_accelerometer_singnal_mean-Y",-0.965419520961538
"155","LAYING",5,"frequency_body_accelerometer_singnal_mean-Z",-0.977007724615385
"156","LAYING",5,"frequency_body_accelerometer_jerk_signal_mean-X",-0.982689657115385
"157","LAYING",5,"frequency_body_accelerometer_jerk_signal_mean-Y",-0.965328566153846
"158","LAYING",5,"frequency_body_accelerometer_jerk_signal_mean-Z",-0.983250309423077
"159","LAYING",5,"frequency_body_gyroscope_singnal_mean-X",-0.975797491730769
"160","LAYING",5,"frequency_body_gyroscope_singnal_mean-Y",-0.978249645769231
"161","LAYING",5,"frequency_body_gyroscope_singnal_mean-Z",-0.963202948461538
"162","LAYING",5,"frequency_body_accelerometer_magnitude_mean",-0.962234984038462
"163","LAYING",5,"frequency_body_accelerometer_jerk_signal_magnitude_mean",-0.977356379807692
"164","LAYING",5,"frequency_body_gyroscope_magnitude_mean",-0.968257068846154
"165","LAYING",5,"frequency_body_gyroscope_jerk_signal_magnitude_mean",-0.984618025769231
"166","LAYING",6,"time_body_accelerometer_singnal_mean-X",0.248656520140351
"167","LAYING",6,"time_body_accelerometer_singnal_mean-Y",-0.0102529170561404
"168","LAYING",6,"time_body_accelerometer_singnal_mean-Z",-0.133119570368421
"169","LAYING",6,"time_gravity_accelerometer_singnal_mean-X",-0.47670987877193
"170","LAYING",6,"time_gravity_accelerometer_singnal_mean-Y",0.956593814210526
"171","LAYING",6,"time_gravity_accelerometer_singnal_mean-Z",0.175867709021053
"172","LAYING",6,"time_body_accelerometer_jerk_signal_mean-X",0.0963481955263158
"173","LAYING",6,"time_body_accelerometer_jerk_signal_mean-Y",-0.00114529240245614
"174","LAYING",6,"time_body_accelerometer_jerk_signal_mean-Z",0.00328817288070175
"175","LAYING",6,"time_body_gyroscope_singnal_mean-X",-0.0079605026754386
"176","LAYING",6,"time_body_gyroscope_singnal_mean-Y",-0.107218315054386
"177","LAYING",6,"time_body_gyroscope_singnal_mean-Z",0.179102058245614
"178","LAYING",6,"time_body_gyroscope_jerk_signal_mean-X",-0.111267284631579
"179","LAYING",6,"time_body_gyroscope_jerk_signal_mean-Y",-0.0424104289992982
"180","LAYING",6,"time_body_gyroscope_jerk_signal_mean-Z",-0.0717774743859649
"181","LAYING",6,"time_body_accelerometer_magnitude_mean",-0.918878850824561
"182","LAYING",6,"time_gravity_accelerometer_magnitude_mean",-0.918878850824561
"183","LAYING",6,"time_body_accelerometer_jerk_signal_magnitude_mean",-0.954750504912281
"184","LAYING",6,"time_body_gyroscope_magnitude_mean",-0.908980174736842
"185","LAYING",6,"time_body_gyroscope_jerk_signal_magnitude_mean",-0.955645738245614
"186","LAYING",6,"frequency_body_accelerometer_singnal_mean-X",-0.939114254210526
"187","LAYING",6,"frequency_body_accelerometer_singnal_mean-Y",-0.923706791403509
"188","LAYING",6,"frequency_body_accelerometer_singnal_mean-Z",-0.938044912280702
"189","LAYING",6,"frequency_body_accelerometer_jerk_signal_mean-X",-0.967072436842105
"190","LAYING",6,"frequency_body_accelerometer_jerk_signal_mean-Y",-0.936043420175439
"191","LAYING",6,"frequency_body_accelerometer_jerk_signal_mean-Z",-0.954425844736842
"192","LAYING",6,"frequency_body_gyroscope_singnal_mean-X",-0.935439769649123
"193","LAYING",6,"frequency_body_gyroscope_singnal_mean-Y",-0.941771544385965
"194","LAYING",6,"frequency_body_gyroscope_singnal_mean-Z",-0.932636612807018
"195","LAYING",6,"frequency_body_accelerometer_magnitude_mean",-0.91235165222807
"196","LAYING",6,"frequency_body_accelerometer_jerk_signal_magnitude_mean",-0.948655471052632
"197","LAYING",6,"frequency_body_gyroscope_magnitude_mean",-0.930153639473684
"198","LAYING",6,"frequency_body_gyroscope_jerk_signal_magnitude_mean",-0.953695957368421
"199","LAYING",7,"time_body_accelerometer_singnal_mean-X",0.250176694038462
"200","LAYING",7,"time_body_accelerometer_singnal_mean-Y",-0.0204411516884615
"201","LAYING",7,"time_body_accelerometer_singnal_mean-Z",-0.101361036576923
"202","LAYING",7,"time_gravity_accelerometer_singnal_mean-X",-0.502814250576923
"203","LAYING",7,"time_gravity_accelerometer_singnal_mean-Y",0.393444278076923
"204","LAYING",7,"time_gravity_accelerometer_singnal_mean-Z",0.907537823461538
"205","LAYING",7,"time_body_accelerometer_jerk_signal_mean-X",0.0968904018076923
"206","LAYING",7,"time_body_accelerometer_jerk_signal_mean-Y",0.0250624183634615
"207","LAYING",7,"time_body_accelerometer_jerk_signal_mean-Z",-0.0131653918205769
"208","LAYING",7,"time_body_gyroscope_singnal_mean-X",-0.00282641913096154
"209","LAYING",7,"time_body_gyroscope_singnal_mean-Y",-0.133605695057692
"210","LAYING",7,"time_body_gyroscope_singnal_mean-Z",0.155920029769231
"211","LAYING",7,"time_body_gyroscope_jerk_signal_mean-X",-0.105944243484615
"212","LAYING",7,"time_body_gyroscope_jerk_signal_mean-Y",-0.0358897425826923
"213","LAYING",7,"time_body_gyroscope_jerk_signal_mean-Z",-0.0671901794615385
"214","LAYING",7,"time_body_accelerometer_magnitude_mean",-0.936392023846154
"215","LAYING",7,"time_gravity_accelerometer_magnitude_mean",-0.936392023846154
"216","LAYING",7,"time_body_accelerometer_jerk_signal_magnitude_mean",-0.980127239615385
"217","LAYING",7,"time_body_gyroscope_magnitude_mean",-0.915793634807692
"218","LAYING",7,"time_body_gyroscope_jerk_signal_magnitude_mean",-0.983008829038462
"219","LAYING",7,"frequency_body_accelerometer_singnal_mean-X",-0.953424245576923
"220","LAYING",7,"frequency_body_accelerometer_singnal_mean-Y",-0.942193953846154
"221","LAYING",7,"frequency_body_accelerometer_singnal_mean-Z",-0.958611644615385
"222","LAYING",7,"frequency_body_accelerometer_jerk_signal_mean-X",-0.980393046923077
"223","LAYING",7,"frequency_body_accelerometer_jerk_signal_mean-Y",-0.972531648846154
"224","LAYING",7,"frequency_body_accelerometer_jerk_signal_mean-Z",-0.969524977692308
"225","LAYING",7,"frequency_body_gyroscope_singnal_mean-X",-0.953684547692308
"226","LAYING",7,"frequency_body_gyroscope_singnal_mean-Y",-0.957570207692308
"227","LAYING",7,"frequency_body_gyroscope_singnal_mean-Z",-0.956905310961538
"228","LAYING",7,"frequency_body_accelerometer_magnitude_mean",-0.927976880634615
"229","LAYING",7,"frequency_body_accelerometer_jerk_signal_magnitude_mean",-0.968066259230769
"230","LAYING",7,"frequency_body_gyroscope_magnitude_mean",-0.941130719230769
"231","LAYING",7,"frequency_body_gyroscope_jerk_signal_magnitude_mean",-0.974117912115385
"232","LAYING",8,"time_body_accelerometer_singnal_mean-X",0.261254282907407
"233","LAYING",8,"time_body_accelerometer_singnal_mean-Y",-0.0212281733881481
"234","LAYING",8,"time_body_accelerometer_singnal_mean-Z",-0.102245365611111
"235","LAYING",8,"time_gravity_accelerometer_singnal_mean-X",-0.405930036111111
"236","LAYING",8,"time_gravity_accelerometer_singnal_mean-Y",0.589922434814815
"237","LAYING",8,"time_gravity_accelerometer_singnal_mean-Z",0.719831539259259
"238","LAYING",8,"time_body_accelerometer_jerk_signal_mean-X",0.0878326902592593
"239","LAYING",8,"time_body_accelerometer_jerk_signal_mean-Y",0.0233299159137037
"240","LAYING",8,"time_body_accelerometer_jerk_signal_mean-Z",-0.0169218791344444
"241","LAYING",8,"time_body_gyroscope_singnal_mean-X",0.00535361206851852
"242","LAYING",8,"time_body_gyroscope_singnal_mean-Y",-0.0891374138592593
"243","LAYING",8,"time_body_gyroscope_singnal_mean-Z",0.13818830737037
"244","LAYING",8,"time_body_gyroscope_jerk_signal_mean-X",-0.106445008314815
"245","LAYING",8,"time_body_gyroscope_jerk_signal_mean-Y",-0.0389735198722222
"246","LAYING",8,"time_body_gyroscope_jerk_signal_mean-Z",-0.0694123150925926
"247","LAYING",8,"time_body_accelerometer_magnitude_mean",-0.935308633888889
"248","LAYING",8,"time_gravity_accelerometer_magnitude_mean",-0.935308633888889
"249","LAYING",8,"time_body_accelerometer_jerk_signal_magnitude_mean",-0.97314748962963
"250","LAYING",8,"time_body_gyroscope_magnitude_mean",-0.924253348518518
"251","LAYING",8,"time_body_gyroscope_jerk_signal_magnitude_mean",-0.978438191296296
"252","LAYING",8,"frequency_body_accelerometer_singnal_mean-X",-0.953538563888889
"253","LAYING",8,"frequency_body_accelerometer_singnal_mean-Y",-0.951816663703704
"254","LAYING",8,"frequency_body_accelerometer_singnal_mean-Z",-0.944269514074074
"255","LAYING",8,"frequency_body_accelerometer_jerk_signal_mean-X",-0.973110596111111
"256","LAYING",8,"frequency_body_accelerometer_jerk_signal_mean-Y",-0.975877437407407
"257","LAYING",8,"frequency_body_accelerometer_jerk_signal_mean-Z",-0.962111136666667
"258","LAYING",8,"frequency_body_gyroscope_singnal_mean-X",-0.957903886111111
"259","LAYING",8,"frequency_body_gyroscope_singnal_mean-Y",-0.957411160185185
"260","LAYING",8,"frequency_body_gyroscope_singnal_mean-Z",-0.967461239074074
"261","LAYING",8,"frequency_body_accelerometer_magnitude_mean",-0.932279645518518
"262","LAYING",8,"frequency_body_accelerometer_jerk_signal_magnitude_mean",-0.961792852407407
"263","LAYING",8,"frequency_body_gyroscope_magnitude_mean",-0.944528950555556
"264","LAYING",8,"frequency_body_gyroscope_jerk_signal_magnitude_mean",-0.968403945925926
"265","LAYING",9,"time_body_accelerometer_singnal_mean-X",0.2591955368
"266","LAYING",9,"time_body_accelerometer_singnal_mean-Y",-0.020526821662
"267","LAYING",9,"time_body_accelerometer_singnal_mean-Z",-0.10754972144
"268","LAYING",9,"time_gravity_accelerometer_singnal_mean-X",-0.5802528348
"269","LAYING",9,"time_gravity_accelerometer_singnal_mean-Y",-0.1191541962
"270","LAYING",9,"time_gravity_accelerometer_singnal_mean-Z",0.9578730416
"271","LAYING",9,"time_body_accelerometer_jerk_signal_mean-X",0.08807344764
"272","LAYING",9,"time_body_accelerometer_jerk_signal_mean-Y",0.011561732718
"273","LAYING",9,"time_body_accelerometer_jerk_signal_mean-Z",-0.0070536778584
"274","LAYING",9,"time_body_gyroscope_singnal_mean-X",-0.013632036148
"275","LAYING",9,"time_body_gyroscope_singnal_mean-Y",-0.15890291983
"276","LAYING",9,"time_body_gyroscope_singnal_mean-Z",0.101275010682
"277","LAYING",9,"time_body_gyroscope_jerk_signal_mean-X",-0.10384667982
"278","LAYING",9,"time_body_gyroscope_jerk_signal_mean-Y",-0.027552256948
"279","LAYING",9,"time_body_gyroscope_jerk_signal_mean-Z",-0.0569490475
"280","LAYING",9,"time_body_accelerometer_magnitude_mean",-0.9308684376
"281","LAYING",9,"time_gravity_accelerometer_magnitude_mean",-0.9308684376
"282","LAYING",9,"time_body_accelerometer_jerk_signal_magnitude_mean",-0.9633745492
"283","LAYING",9,"time_body_gyroscope_magnitude_mean",-0.9071250998
"284","LAYING",9,"time_body_gyroscope_jerk_signal_magnitude_mean",-0.964524819
"285","LAYING",9,"frequency_body_accelerometer_singnal_mean-X",-0.946865494
"286","LAYING",9,"frequency_body_accelerometer_singnal_mean-Y",-0.9343665984
"287","LAYING",9,"frequency_body_accelerometer_singnal_mean-Z",-0.9459190006
"288","LAYING",9,"frequency_body_accelerometer_jerk_signal_mean-X",-0.964304065
"289","LAYING",9,"frequency_body_accelerometer_jerk_signal_mean-Y",-0.9640828062
"290","LAYING",9,"frequency_body_accelerometer_jerk_signal_mean-Z",-0.955909215
"291","LAYING",9,"frequency_body_gyroscope_singnal_mean-X",-0.930297921
"292","LAYING",9,"frequency_body_gyroscope_singnal_mean-Y",-0.9345796594
"293","LAYING",9,"frequency_body_gyroscope_singnal_mean-Z",-0.9598150092
"294","LAYING",9,"frequency_body_accelerometer_magnitude_mean",-0.9266042952
"295","LAYING",9,"frequency_body_accelerometer_jerk_signal_magnitude_mean",-0.9543205856
"296","LAYING",9,"frequency_body_gyroscope_magnitude_mean",-0.9186053356
"297","LAYING",9,"frequency_body_gyroscope_jerk_signal_magnitude_mean",-0.9558062546
"298","LAYING",10,"time_body_accelerometer_singnal_mean-X",0.280230574137931
"299","LAYING",10,"time_body_accelerometer_singnal_mean-Y",-0.024294484137931
"300","LAYING",10,"time_body_accelerometer_singnal_mean-Z",-0.117168642362069
"301","LAYING",10,"time_gravity_accelerometer_singnal_mean-X",-0.453069737586207
"302","LAYING",10,"time_gravity_accelerometer_singnal_mean-Y",-0.139297681034483
"303","LAYING",10,"time_gravity_accelerometer_singnal_mean-Z",-0.031121624137931
"304","LAYING",10,"time_body_accelerometer_jerk_signal_mean-X",0.073815064487931
"305","LAYING",10,"time_body_accelerometer_jerk_signal_mean-Y",0.015698997097069
"306","LAYING",10,"time_body_accelerometer_jerk_signal_mean-Z",0.00716689586275862
"307","LAYING",10,"time_body_gyroscope_singnal_mean-X",-0.019555937162069
"308","LAYING",10,"time_body_gyroscope_singnal_mean-Y",-0.0770325657265517
"309","LAYING",10,"time_body_gyroscope_singnal_mean-Z",0.104720478344828
"310","LAYING",10,"time_body_gyroscope_jerk_signal_mean-X",-0.100308254413793
"311","LAYING",10,"time_body_gyroscope_jerk_signal_mean-Y",-0.0388797920413793
"312","LAYING",10,"time_body_gyroscope_jerk_signal_mean-Z",-0.0590744912758621
"313","LAYING",10,"time_body_accelerometer_magnitude_mean",-0.956781819655172
"314","LAYING",10,"time_gravity_accelerometer_magnitude_mean",-0.956781819655172
"315","LAYING",10,"time_body_accelerometer_jerk_signal_magnitude_mean",-0.976234435172414
"316","LAYING",10,"time_body_gyroscope_magnitude_mean",-0.937590998793103
"317","LAYING",10,"time_body_gyroscope_jerk_signal_magnitude_mean",-0.970830848965517
"318","LAYING",10,"frequency_body_accelerometer_singnal_mean-X",-0.96918420862069
"319","LAYING",10,"frequency_body_accelerometer_singnal_mean-Y",-0.954341849137931
"320","LAYING",10,"frequency_body_accelerometer_singnal_mean-Z",-0.964300845172414
"321","LAYING",10,"frequency_body_accelerometer_jerk_signal_mean-X",-0.979014668793104
"322","LAYING",10,"frequency_body_accelerometer_jerk_signal_mean-Y",-0.968039173793103
"323","LAYING",10,"frequency_body_accelerometer_jerk_signal_mean-Z",-0.972592212931034
"324","LAYING",10,"frequency_body_gyroscope_singnal_mean-X",-0.953793912068965
"325","LAYING",10,"frequency_body_gyroscope_singnal_mean-Y",-0.954670034482759
"326","LAYING",10,"frequency_body_gyroscope_singnal_mean-Z",-0.969755777241379
"327","LAYING",10,"frequency_body_accelerometer_magnitude_mean",-0.950848109137931
"328","LAYING",10,"frequency_body_accelerometer_jerk_signal_magnitude_mean",-0.968561121551724
"329","LAYING",10,"frequency_body_gyroscope_magnitude_mean",-0.937692642586207
"330","LAYING",10,"frequency_body_gyroscope_jerk_signal_magnitude_mean",-0.960976821551724
"331","LAYING",11,"time_body_accelerometer_singnal_mean-X",0.280592970877193
"332","LAYING",11,"time_body_accelerometer_singnal_mean-Y",-0.0176598052315789
"333","LAYING",11,"time_body_accelerometer_singnal_mean-Z",-0.108786578070175
"334","LAYING",11,"time_gravity_accelerometer_singnal_mean-X",-0.134832031403509
"335","LAYING",11,"time_gravity_accelerometer_singnal_mean-Y",0.943017941403509
